,flavour,poly,corr,extra_points,mean_score,score0,score1,score2,score3,score4,metric_mae0,metric_mae1,metric_mae2,metric_mae3,metric_mae4,mean_metric_mae,metric_std_error0,metric_std_error1,metric_std_error2,metric_std_error3,metric_std_error4,mean_metric_std_error,metric_r20,metric_r21,metric_r22,metric_r23,metric_r24,mean_metric_r2,metric_adjusted_r20,metric_adjusted_r21,metric_adjusted_r22,metric_adjusted_r23,metric_adjusted_r24,mean_metric_adjusted_r2,mean_time_train,mean_time_pred,time_train0,time_train1,time_train2,time_train3,time_train4,time_pred0,time_pred1,time_pred2,time_pred3,time_pred4
22,plsk,constant,abs_exp,0,0.9586888318966487,0.956621739517629,0.9676164164022444,0.9614224991612857,0.9531056923249496,0.9546778120771346,0.04544821994157446,0.04069657525174313,0.04385092118648945,0.04714598822074175,0.04470298054955146,0.04436893703002005,0.054441927779325945,0.04093636516453459,0.051705758709537225,0.055444127527387185,0.050984570954766814,0.05070255002711036,0.956621739517629,0.9676164164022444,0.9614224991612857,0.9531056923249496,0.9546778120771346,0.9586888318966487,0.9557349607684152,0.9669544010646413,0.9606338620061502,0.9521470352685601,0.9537512937550318,0.9578443105725597,0.02119709950685501,0.00033941682179768875,0.021436566809813182,0.02117260535558065,0.021418437560399375,0.021263790627320606,0.020694097181161244,0.0003528618812561035,0.0003308395544687907,0.00033906936645507814,0.00035468459129333495,0.0003196287155151367
23,plain,constant,abs_exp,5,0.9568862341866484,0.961163136325058,0.9507414695275658,0.9605721316708149,0.9556589141881612,0.9562955192216429,0.04249222654207407,0.04813827103941319,0.04429351307417861,0.0442109357860293,0.044459932489587635,0.04471897578625656,0.0489972006037493,0.0591477184693601,0.048883697204993484,0.05347046411691993,0.052273802748744054,0.05255457662875337,0.961163136325058,0.9507414695275658,0.9605721316708149,0.9556589141881612,0.9562955192216429,0.9568862341866484,0.960369197033577,0.9497344808296625,0.959766110512467,0.9547524524679873,0.9554020715737037,0.9560048624834796,0.02019036340713501,0.000340285062789917,0.020249475439389545,0.020132371485233308,0.020309640268484752,0.02013181080420812,0.020128519038359324,0.0003551634152730306,0.00034874677658081055,0.0003325251738230387,0.0003458229700724284,0.0003191669782002767
24,plain,constant,abs_exp,0,0.9559884064476091,0.9491068488635009,0.9593691261520749,0.9661158822764165,0.9553775178839564,0.9499726570620957,0.04670119834050571,0.04228396136866095,0.04210490771340831,0.04667975643597769,0.04679515509450724,0.04491299579061198,0.06158542290878146,0.051781770390347225,0.043577292340088114,0.05327433948922307,0.05520049211388107,0.053083863448464184,0.9491068488635009,0.9593691261520749,0.9661158822764165,0.9553775178839564,0.9499726570620957,0.9559884064476091,0.9480664437295351,0.9585385120359333,0.9654231916244864,0.9544653035987902,0.9489499515846598,0.955088680514681,0.020225259482860563,0.0003407196203867594,0.020446995000044505,0.020071992774804433,0.020490357379118602,0.020141153236230214,0.01997579902410507,0.0003350834051767985,0.00033856987953186036,0.00034667571385701496,0.00035060286521911623,0.00033266623814900715
25,plsk,constant,abs_exp,5,0.9584278957849452,0.9475590996557067,0.9590937750021093,0.9590943305641421,0.9579589871754045,0.9684332865273636,0.04781340856214236,0.04552616594037972,0.043764234816129906,0.04437225362077957,0.03909893464531443,0.044114999516949194,0.06281589102942685,0.04826310192254583,0.04977420353220246,0.05097719904377115,0.04433265423078529,0.05123260995174632,0.9475590996557067,0.9590937750021093,0.9590943305641421,0.9579589871754045,0.9684332865273636,0.9584278957849452,0.946487053992791,0.9582575319016414,0.9582580988209899,0.9570995456866564,0.9677879704086726,0.9575780401621504,0.021108668049176535,0.00033701101938883463,0.021111778219540914,0.021138968169689177,0.021190076371033987,0.02127248098452886,0.020830036501089732,0.00034332791964213056,0.0003410740693410238,0.00033503055572509766,0.0003427104155222575,0.00032291213671366373
26,plain,constant,abs_exp,5,0.9554740392120953,0.9571804440296909,0.9537576651769232,0.9461516032454902,0.9573086011209769,0.9629718824873951,0.045197917229305475,0.04403388881246499,0.04847632298377525,0.04268610501774881,0.043553925926807215,0.04478963199402035,0.0505153446996253,0.05637585563157496,0.0613597690988828,0.04970142060898085,0.05093752256859836,0.05377798252153245,0.9571804440296909,0.9537576651769232,0.9461516032454902,0.9573086011209769,0.9629718824873951,0.9554740392120953,0.9563050868377937,0.9528123363560085,0.9450507842317694,0.9564358638355455,0.9622149192673759,0.9545637981056985,0.02015720661481222,0.0003419580459594726,0.02025235116481781,0.020085022846857706,0.020343952775001527,0.02012742131948471,0.01997728496789932,0.00035468300183614095,0.00034700830777486164,0.0003368616104125977,0.0003500998020172119,0.0003211375077565511
27,plain,constant,abs_exp,0,0.9568602047170689,0.9580938149909408,0.9499870124520781,0.9604466576617944,0.9551034826152518,0.9606700558652785,0.04428850656496448,0.04838138582966274,0.042232409193101506,0.04790351137984148,0.041809552101990936,0.044923073013912226,0.04684935312493395,0.0615537149354706,0.04940512003310439,0.054355517033359134,0.04999334673583156,0.052431410372539934,0.9580938149909408,0.9499870124520781,0.9604466576617944,0.9551034826152518,0.9606700558652785,0.9568602047170689,0.9572371297778084,0.9489646004408769,0.959638071447044,0.954185666246228,0.9598660365643984,0.9559783008952711,0.019935438652833305,0.0003366726239522298,0.020141591827074687,0.019988231460253397,0.019784017304579418,0.0199206805229187,0.019842672149340313,0.00033133745193481446,0.00033280332883199056,0.0003529671827952067,0.00033771435419718425,0.0003285408020019531
28,plsk,constant,abs_exp,0,0.955986318290905,0.9588253409663937,0.9484906187544632,0.960797709451392,0.9544379757453918,0.9573799465368836,0.046230362864413434,0.04640492872153792,0.04361616018680817,0.04485584646594987,0.044488873329744785,0.04511923431369084,0.048939993715984835,0.059396862473314924,0.05018856444858729,0.052677334061806406,0.053858434949540665,0.05301223792984683,0.9588253409663937,0.9484906187544632,0.960797709451392,0.9544379757453918,0.9573799465368836,0.955986318290905,0.9579836102876829,0.9474376160714199,0.9599962997638566,0.9535065544659109,0.9565086677608063,0.9550865496699353,0.021475089212258658,0.000345958153406779,0.021762837072213492,0.021455636421839397,0.02176262011130651,0.02165487200021744,0.020739480455716452,0.0003579052289326986,0.00035412152608235676,0.00036135276158650713,0.00034421682357788086,0.0003121944268544515
29,plsk,constant,abs_exp,0,0.9578278686125372,0.9497712961430198,0.9620341406642132,0.9704469332062119,0.9535639989111682,0.9533229741380733,0.043579741794622026,0.04506649809112919,0.040604794240673814,0.046450802295869904,0.04615350477213754,0.044371068238886494,0.05557995086502523,0.04722581231126291,0.042609466343072236,0.055985833902296424,0.05503418139935135,0.05128704896420163,0.9497712961430198,0.9620341406642132,0.9704469332062119,0.9535639989111682,0.9533229741380733,0.9578278686125372,0.9487444742583797,0.9612580072536009,0.96984278192593,0.9526147109843096,0.9523687589586132,0.9569657466761667,0.021299995581309,0.0003375988006591797,0.021507511933644613,0.021239717900753022,0.021459007759888966,0.021598502496878304,0.020695237815380095,0.0003472638130187988,0.00033566077550252276,0.00033922632535298667,0.00035264094670613605,0.0003132021427154541
30,plain,constant,abs_exp,5,0.9582762260891302,0.9528635345160581,0.9635809785298783,0.9553695718815455,0.9601963351223317,0.9593707103958373,0.04641929634256145,0.041805247075771615,0.04680910393159339,0.04381480389136356,0.04191928004696361,0.04415354625765072,0.059947310033408654,0.047501490984505755,0.050681956374966634,0.0514678061102139,0.04809629661555438,0.05153897202372987,0.9528635345160581,0.9635809785298783,0.9553695718815455,0.9601963351223317,0.9593707103958373,0.9582762260891302,0.9518999270444954,0.9628364670177123,0.954457195156807,0.9593826315813913,0.9585401286662804,0.9574232698933374,0.019923032164573667,0.0003375322024027507,0.01991447518269221,0.019981886148452758,0.019903943041960397,0.019866125484307606,0.019948730965455373,0.0003416168689727783,0.0003360871473948161,0.00034682194391886395,0.00033477783203125,0.0003283572196960449
31,plain,constant,abs_exp,5,0.9578931322090497,0.9478267299452917,0.9559157795176607,0.9605141742319534,0.965823946798526,0.9593850305518166,0.04746008260040359,0.04295237059881411,0.046881907564048086,0.042316987206127796,0.04258132823747175,0.04443853524137307,0.0596052713542156,0.05068216912049937,0.050230108856173954,0.04423514463935189,0.05260984650205721,0.0514725080944596,0.9478267299452917,0.9559157795176607,0.9605141742319534,0.965823946798526,0.9593850305518166,0.9578931322090497,0.9467601554296929,0.9550145688774766,0.959706968253731,0.9651252881300121,0.9585547415682081,0.9570323444518241,0.01996569738785426,0.0003457380135854085,0.020006060302257538,0.019962140719095866,0.019853113094965617,0.0200278635819753,0.019979309240976968,0.0003445478280385335,0.00034800926844278973,0.00036367416381835935,0.00033891081809997556,0.00033354798952738447
